account;outcome;evaluation;industry;propensity;contract;date;amount;days
1105;Won;A;Finance;Good;Annual;04-01-2022;57.627.892.142.034.200;386.240.623.367.036
1106;Won;A;Finance;Good;Monthly;04-01-2022;520.076.629.146.322;30.964.944.078.482.000
1107;Lost;B;Energy;Average;Monthly;04-01-2022;5.642.791.206.666.190;3.306.362.792.403.170
1108;Lost;A;Energy;Good;Annual;04-01-2022;5.083.459.390.825.110;3.201.058.016.364.570
1109;Won;None;Academia;Poor;Annual;04-01-2022;346.038.523.323.776;1
1110;Lost;None;Finance;Good;Monthly;04-01-2022;6.033.409.227.951.460;3.372.954.561.798.770
1111;Won;B;Manufacturing;Good;Monthly;04-01-2022;4.337.670.478.954.710;3.178.984.036.999.900
1112;Lost;None;Government;Good;Monthly;04-01-2022;4.976.494.833.696.420;23.158.167.195.807.700
1113;Won;None;Energy;Average;Annual;04-01-2022;3.863.860.166.489.930;13.818.844.207.427.100
1114;Lost;A;Academia;Average;Monthly;04-01-2022;42.196.015.473.063.700;20.700.241.218.735.900
1115;Won;B;Finance;Good;Monthly;04-01-2022;54.719.553.079.352.800;4.311.089.745.841.260
1116;Lost;None;Manufacturing;Good;Monthly;04-01-2022;4.401.390.954.373.870;2.312.225.258.343.130
1117;Won;None;Government;Average;Monthly;04-01-2022;5.512.377.000.500.530;3.790.181.741.824.130
1118;Lost;None;Energy;Good;Monthly;04-01-2022;4.215.945.874.356.790;3.273.627.949.977.750
1119;Won;None;Finance;Poor;Annual;04-01-2022;4.777.330.837.764.360;3.272.228.056.058.860
1120;Won;A;Government;Good;Monthly;04-01-2022;5.899.997.816.425.670;2.019.539.409.859.550
1121;Lost;B;Finance;Average;Monthly;04-01-2022;5.193.444.655.380.680;26.411.748.263.723.000
1122;Lost;None;Government;Good;Monthly;04-01-2022;4.793.816.188.604.640;256.209.392.399.244
1123;Won;B;Government;Average;Monthly;04-01-2022;5.547.608.240.506.850;33.443.119.457.360.500
1124;Lost;A;Finance;Good;Monthly;04-01-2022;5.195.425.842.264.840;23.574.614.617.933.600
1125;Lost;B;Energy;Good;Monthly;04-01-2022;529.690.099.463.055;4.423.806.395.024.300
1126;Won;None;Finance;Good;Annual;04-01-2022;4.792.093.950.337.160;17.601.417.124.285.000
1127;Lost;B;Energy;Good;Annual;04-01-2022;39.992.764.100.461.900;3.258.282.965.103.140
1128;Won;B;Manufacturing;Good;Annual;04-01-2022;4.230.309.882.235.440;4.034.190.695.476.330
1129;Lost;None;Government;Average;Monthly;04-01-2022;5.135.257.040.017.330;37.460.072.662.935.900
1130;Lost;None;Finance;Average;Annual;04-01-2022;4.773.528.722.331.560;20.222.396.870.197.600
1131;Won;None;Finance;Average;Annual;04-01-2022;46.607.035.362.852.600;30.642.592.676.971.800
1132;Won;None;Government;Good;Monthly;04-01-2022;38.125.439.546.121.800;4.043.334.183.483.150
1133;Won;None;Finance;Good;Annual;04-01-2022;530.438.480.655.755;18.011.133.168.738.100
1134;Lost;A;Finance;Average;Annual;04-01-2022;55.687.840.090.759.300;21.464.412.475.058.400
1135;Lost;A;Finance;Good;Annual;04-01-2022;48.527.366.220.862.800;33.024.356.195.727.000
1136;Lost;B;Finance;Good;Monthly;04-01-2022;6.186.908.897.307.960;6.527.707.676.433.870
1137;Won;B;Finance;Good;Monthly;04-01-2022;62.100.396.259.629.700;4.264.657.456.178.190
1138;Lost;None;Academia;Good;Annual;04-01-2022;41.276.808.537.652.200;4.812.950.891.086.770
1139;Lost;None;Finance;Good;Monthly;04-01-2022;6.328.597.898.395.870;4.363.541.392.710.090
1140;Won;B;Finance;Good;Annual;04-01-2022;42.475.981.656.719.600;41.672.672.916.184.300
1141;Lost;A;Government;Average;Annual;04-01-2022;4.491.372.728.198.410;22.995.617.712.460.200
1142;Won;A;Manufacturing;Good;Annual;04-01-2022;4.260.611.679.082.570;14.375.119.010.701.800
1143;Lost;B;Manufacturing;Good;Annual;04-01-2022;4.112.797.106.882.120;1.333.740.420.019.840
1144;Lost;None;Government;Good;Monthly;04-01-2022;49.821.542.488.631;3.984.107.626.660.590
1145;Lost;B;Government;Average;Monthly;04-01-2022;51.253.024.696.909.500;26.476.451.119.854.200
1146;Lost;None;Finance;Average;Monthly;04-01-2022;5.816.011.237.670.300;2.806.705.325.218.090
1147;Lost;A;Finance;Average;Monthly;04-01-2022;6.463.285.578.096.670;3.665.040.785.931.790
1148;Won;None;Academia;Good;Annual;04-01-2022;3.399.611.848.924.000;13.509.664.814.009.300
1149;Lost;None;Finance;Good;Annual;04-01-2022;5.447.308.337.646.880;4.926.735.774.230.210
1150;Won;A;Academia;Average;Monthly;04-01-2022;3.699.090.631.932.850;305.828.475.757.813
1151;Won;B;Manufacturing;Good;Monthly;04-01-2022;3.979.391.599.781.960;22.338.034.683.038.400
1152;Lost;None;Academia;Average;Annual;04-01-2022;38.804.126.902.477.300;3.902.021.516.849.460
1153;Won;None;Government;Good;Monthly;04-01-2022;5.063.662.176.440.320;3.656.895.507.181.320
1154;Won;B;Government;Poor;Monthly;04-01-2022;45.474.391.124.745.300;3.816.465.305.328.400
1155;Won;B;Finance;Average;Annual;04-01-2022;54.205.710.269.656.300;23.397.499.553.198.600
1156;Lost;B;Finance;Average;Monthly;04-01-2022;5.564.366.064.145.150;3.748.611.061.238.910
1157;Lost;None;Government;Poor;Monthly;04-01-2022;4.663.942.370.454.510;16.463.751.632.459.100
1158;Won;B;Government;Good;Annual;04-01-2022;43.003.769.052.026.500;26.854.526.563.664.900
1159;Won;B;Finance;Good;Annual;04-01-2022;4.751.793.907.989.250;3.629.342.276.150.200
1160;Lost;A;Government;Good;Monthly;04-01-2022;477.319.327.249.143;33.330.300.764.312.200
1161;Lost;None;Finance;Good;Monthly;04-01-2022;5.348.571.577.981.480;3.450.668.616.817.530
1162;Won;B;Finance;Poor;Monthly;04-01-2022;54.693.710.058.850.100;41.084.407.914.363.200
1163;Lost;A;Government;Poor;Annual;04-01-2022;40.561.604.293.543.200;3.451.443.862.650.130
1164;Won;B;Government;Average;Annual;04-01-2022;47.333.395.673.617.700;2.149.240.866.021.310
1165;Won;None;Energy;Good;Annual;04-01-2022;4.467.264.372.636.370;26.329.697.071.631.200
1166;Lost;A;Finance;Average;Annual;04-01-2022;42.720.554.539.192.400;79.884.288.595.600.900
1167;Lost;None;Academia;Good;Monthly;04-01-2022;31.345.920.601.723.700;867.419.480.787.482
1168;Lost;None;Manufacturing;Poor;Annual;04-01-2022;3.220.725.116.497.080;318.839.880.751.632
1169;Lost;None;Government;Average;Annual;04-01-2022;4.263.864.531.754.950;18.757.749.293.601.300
1170;Lost;None;Government;Good;Monthly;04-01-2022;5.083.755.138.504.050;20.275.620.918.906.700
1171;Won;None;Academia;Good;Annual;04-01-2022;36.526.604.826.975.000;35.380.556.473.103
1172;Lost;None;Energy;Poor;Annual;04-01-2022;4.497.755.127.262.250;3.266.782.992.165.830
1173;Lost;A;Finance;Average;Annual;04-01-2022;5.470.440.380.930.390;4.231.227.425.254.820
1174;Lost;A;Finance;Average;Monthly;04-01-2022;51.552.870.317.958.800;11.202.088.344.108.100
1175;Lost;A;Academia;Poor;Monthly;04-01-2022;4.504.385.678.835.470;3.608.395.004.423.820
1176;Won;A;Government;Poor;Annual;04-01-2022;45.090.829.675.609.200;2.602.990.549.310.370
1177;Won;None;Energy;Good;Annual;04-01-2022;5.796.612.825.210.260;3.319.903.086.930.410
1178;Won;B;Government;Good;Annual;04-01-2022;4.572.840.166.100.980;3.095.734.840.235.350
1179;Lost;None;Manufacturing;Good;Monthly;04-01-2022;4.149.006.371.123.030;26.683.973.237.301.700
1180;Won;A;Academia;Average;Annual;04-01-2022;34.276.831.190.500.400;1.163.365.679.654.390
1181;Lost;None;Academia;Average;Monthly;04-01-2022;3.963.533.669.578.110;6.673.510.102.300.660
1182;Won;B;Finance;Poor;Annual;04-01-2022;5.079.272.707.813.270;21.911.565.290.023.000
1183;Won;A;Manufacturing;Good;Monthly;04-01-2022;445.413.698.743.726;3.739.289.887.212.110
1184;Lost;A;Energy;Good;Monthly;04-01-2022;4.419.892.263.184.030;14.528.607.358.827.600
1185;Lost;B;Finance;Good;Annual;04-01-2022;5.697.405.178.609.200;50.104.891.004.754.900
1186;Won;A;Energy;Average;Annual;04-01-2022;5.441.616.126.776.920;45.351.242.188.271.200
1187;Lost;None;Manufacturing;Good;Monthly;04-01-2022;4.379.928.595.398.620;12.432.054.816.678.800
1188;Won;A;Finance;Good;Monthly;04-01-2022;563.289.291.868.339;30.436.363.617.295.200
1189;Lost;A;Finance;Average;Monthly;04-01-2022;6.152.854.113.206.020;4.552.356.430.751.370
1190;Lost;None;Government;Good;Annual;04-01-2022;55.018.646.205.904.800;1.631.372.294.786.630
1191;Lost;None;Manufacturing;Average;Monthly;04-01-2022;350.826.960.396.283;22.914.537.363.117.700
1192;Won;B;Finance;Poor;Monthly;04-01-2022;50.173.142.014.571.000;3.265.989.228.035.460
1193;Won;B;Finance;Poor;Annual;04-01-2022;4.914.472.806.584.270;3.125.149.388.238.300
1194;Lost;B;Manufacturing;Good;Monthly;04-01-2022;4.545.519.894.880.200;24.655.039.000.159.400
1195;Lost;None;Manufacturing;Average;Annual;04-01-2022;4.255.360.579.351.520;17.920.748.034.409.000
1196;Lost;None;Finance;Average;Monthly;04-01-2022;5.664.979.613.815.910;2.333.110.145.518.720
1197;Won;None;Energy;Good;Monthly;04-01-2022;4.356.372.730.827.200;18.494.787.055.051.300
1198;Won;A;Manufacturing;Good;Annual;04-01-2022;4.339.707.180.627.300;264.981.214.254.624
1199;Won;A;Academia;Good;Annual;04-01-2022;3.204.792.377.000.030;15.359.230.623.718.100
1200;Lost;B;Government;Good;Monthly;04-01-2022;4.737.933.584.280.570;12.580.340.603.777.900
1201;Lost;A;Finance;Good;Monthly;04-01-2022;541.281.604.874.251;40.588.178.887.806.800
1202;Lost;None;Finance;Good;Annual;04-01-2022;5.765.112.536.256.720;4.031.416.427.301.250
1203;Lost;None;Finance;Good;Annual;04-01-2022;4.713.185.879.168.370;2.687.935.781.261.170
1204;Lost;B;Manufacturing;Good;Monthly;04-01-2022;4.916.085.575.413.360;2.328.720.753.441.570
1205;Won;None;Government;Poor;Annual;04-01-2022;4.419.591.854.887.780;4.107.309.795.030.640
1206;Won;A;Finance;Good;Annual;04-01-2022;45.205.051.281.873.800;25.136.084.667.792.700
1207;Won;A;Finance;Average;Annual;04-01-2022;4.705.070.901.828.960;24.892.684.212.444.000
1208;Lost;None;Finance;Good;Monthly;04-01-2022;49.120.735.225.664.800;3.109.359.676.625.690
1209;Won;None;Energy;Poor;Annual;04-01-2022;4.183.062.918.462.410;14.571.840.074.599.900
1210;Won;B;Academia;Good;Annual;04-01-2022;3.884.391.075.325.130;23.245.866.009.709.300
1211;Won;None;Finance;Good;Monthly;04-01-2022;5.873.615.228.058.990;23.135.003.223.080.400
1212;Won;B;Manufacturing;Average;Annual;04-01-2022;4.100.707.154.137.130;19.953.874.449.159.000
1213;Lost;None;Manufacturing;Poor;Annual;04-01-2022;52.961.753.564.399.000;4.119.890.509.870.150
1214;Won;None;Manufacturing;Good;Monthly;04-01-2022;42.551.640.360.866.700;3.415.501.309.215.330
1215;Won;A;Finance;Good;Annual;04-01-2022;509.527.235.869.876;5.763.951.937.867.030
1216;Lost;None;Manufacturing;Good;Annual;04-01-2022;3.458.012.262.155.910;15.552.839.292.002.300
1217;Lost;B;Energy;Poor;Annual;04-01-2022;465.492.261.163.335;42.903.653.598.783.600
1218;Won;B;Academia;Good;Annual;04-01-2022;28.212.127.976.457.600;11.105.248.454.312.600
1219;Lost;B;Academia;Good;Annual;04-01-2022;31.280.324.445.254.800;39.197.312.217.201.800
1220;Lost;A;Manufacturing;Poor;Monthly;04-01-2022;5.408.527.961.744.210;393.282.677.628.289
1221;Lost;A;Energy;Good;Annual;04-01-2022;380.746.916.503.287;25.329.090.848.108.700
1222;Lost;None;Government;Good;Monthly;04-01-2022;5.665.685.623.725.070;40.128.868.037.181.400
1223;Lost;A;Manufacturing;Average;Monthly;04-01-2022;4.802.914.453.994.540;5.134.075.308.543.430
1224;Lost;None;Energy;Average;Annual;04-01-2022;41.285.885.713.414.400;3.088.629.551.946.880
1225;Won;A;Finance;Average;Annual;04-01-2022;53.817.105.745.010.400;3.831.495.817.538.580
1226;Lost;B;Academia;Good;Monthly;04-01-2022;3.916.982.155.856.890;15.197.921.438.768.400
1227;Won;B;Academia;Good;Monthly;04-01-2022;4.557.154.363.185.340;2.986.847.638.742.380
1228;Won;None;Academia;Good;Monthly;04-01-2022;3.606.149.203.590.970;7.422.802.854.566.420
1229;Won;None;Manufacturing;Average;Monthly;04-01-2022;4.181.890.176.487.930;21.061.529.439.783.000
1230;Lost;None;Manufacturing;Good;Annual;04-01-2022;4.161.647.620.588.500;25.526.350.652.895.000
1231;Lost;None;Finance;Average;Monthly;04-01-2022;5.557.527.834.509.800;437.480.424.092.418
1232;Lost;A;Finance;Average;Monthly;04-01-2022;5.720.624.120.031.510;30.777.609.053.519.300
1233;Lost;None;Finance;Average;Annual;04-01-2022;4.539.061.434.646.200;3.221.323.135.681.700
1234;Lost;B;Academia;Average;Monthly;04-01-2022;31.903.231.373.655.300;13.626.137.398.396.900
1235;Won;B;Government;Good;Monthly;04-01-2022;4.356.181.145.119.510;3.733.605.377.021.390
1236;Won;A;Government;Average;Monthly;04-01-2022;5.322.841.288.700.560;28.133.039.416.528.600
1237;Won;A;Energy;Good;Monthly;04-01-2022;5.720.435.353.998.330;633.315.770.139.686
1238;Lost;None;Government;Good;Annual;04-01-2022;51.359.768.133.746.900;4.143.819.895.857.800
1239;Won;A;Government;Poor;Annual;04-01-2022;45.710.696.215.721.100;18.990.917.877.920.900
1240;Lost;A;Academia;Good;Annual;04-01-2022;368.075.202.285.212;33.178.020.117.413.600
1241;Lost;A;Government;Average;Monthly;04-01-2022;4.853.790.948.208.740;2.970.374.110.781.410
1242;Lost;B;Manufacturing;Average;Monthly;04-01-2022;48.359.504.574.090.700;28.662.800.331.381.000
1243;Won;A;Finance;Good;Annual;04-01-2022;4.588.997.729.155.280;26.543.768.680.416.600
1244;Lost;B;Finance;Average;Annual;04-01-2022;5.613.273.301.924.070;22.105.146.956.394.700
1245;Lost;None;Government;Average;Monthly;04-01-2022;61.458.812.403.684.800;446.965.755.364
1246;Won;B;Finance;Good;Monthly;04-01-2022;6.456.166.582.859.190;49.526.740.801.495.900
1247;Won;B;Manufacturing;Average;Annual;04-01-2022;39.759.192.923.920.900;3.941.983.658.832.150
1248;Won;B;Finance;Average;Monthly;04-01-2022;5.715.092.737.555.880;19.102.217.246.025.000
1249;Won;B;Government;Good;Monthly;04-01-2022;4.866.136.183.489.970;30.631.219.775.220.500
1250;Won;A;Finance;Average;Annual;04-01-2022;4.314.297.127.872.380;23.518.930.348.496.900
1251;Won;A;Finance;Good;Annual;04-01-2022;5.073.415.807.673.640;15.225.015.381.009.200
1252;Won;B;Government;Average;Annual;04-01-2022;40.310.191.683.252.300;9.496.484.926.026.180
1253;Won;None;Energy;Good;Annual;04-01-2022;44.208.675.864.527.100;35.298.998.138.565.700
1254;Lost;None;Government;Good;Monthly;04-01-2022;47.892.142.470.576.900;3.082.018.319.210.350
1255;Lost;B;Manufacturing;Good;Monthly;04-01-2022;37.875.411.852.323.500;17.270.895.155.081.200
1256;Won;A;Manufacturing;Good;Monthly;04-01-2022;4.077.335.919.422.770;5.506.117.805.637.920
1257;Won;B;Finance;Good;Monthly;04-01-2022;55.719.205.074.795.600;55.794.718.873.973.200
1258;Lost;A;Manufacturing;Poor;Monthly;04-01-2022;4.796.151.982.653.800;1.742.627.398.083.270
1259;Won;A;Finance;Good;Monthly;04-01-2022;5.783.753.101.715.230;48.865.584.273.217.400
1260;Lost;None;Government;Good;Monthly;04-01-2022;5.028.367.503.282.480;25.294.584.393.165.600
1261;Won;A;Government;Good;Monthly;04-01-2022;4.694.601.856.849.080;3.013.856.155.683.200
1262;Won;B;Energy;Poor;Monthly;04-01-2022;5.025.982.499.302.570;4.588.167.085.274.110
1263;Won;A;Finance;Poor;Annual;04-01-2022;52.853.666.521.398.500;31.544.371.144.766.900
1264;Lost;None;Government;Average;Annual;04-01-2022;51.477.268.482.938.100;25.243.355.015.339.600
1265;Lost;None;Manufacturing;Average;Annual;04-01-2022;385.150.306.071.872;22.951.956.537.186.900
1266;Won;None;Government;Average;Annual;04-01-2022;3.759.463.296.294.160;26.153.179.313.248.600
1267;Won;B;Energy;Good;Monthly;04-01-2022;5.219.754.656.656.030;380.152.348.258.396
1268;Lost;A;Manufacturing;Good;Monthly;04-01-2022;4.218.995.946.373.060;23.046.593.703.074.700
1269;Lost;A;Academia;Good;Annual;04-01-2022;3.719.093.077.102.220;3.498.174.685.072.990
1270;Won;A;Manufacturing;Poor;Annual;04-01-2022;3.691.080.556.572.470;1
1271;Lost;None;Finance;Average;Annual;04-01-2022;56.337.818.968.011.500;3.818.092.821.669.790
1272;Won;None;Government;Good;Annual;04-01-2022;58.896.714.810.474.300;40.542.134.738.461.400
1273;Won;B;Government;Good;Monthly;04-01-2022;5.176.878.706.172.840;1.936.146.369.560.390
1274;Lost;A;Academia;Good;Monthly;04-01-2022;3.970.998.718.037.700;38.657.951.828.855.400
1275;Won;None;Finance;Good;Monthly;04-01-2022;5.765.761.841.154.290;43.165.053.176.809.200
1276;Lost;B;Government;Good;Monthly;04-01-2022;5.908.549.077.299.980;48.517.018.576.601.100
1277;Won;None;Government;Good;Monthly;04-01-2022;45.011.644.204.694.300;27.654.962.722.897.000
1278;Won;B;Government;Good;Monthly;04-01-2022;5.636.992.873.537.530;3.549.834.399.151.120
1279;Won;B;Manufacturing;Good;Annual;04-01-2022;3.866.068.966.569.940;24.767.284.461.379.400
1280;Lost;A;Government;Good;Annual;04-01-2022;465.310.677.032.694;19.713.033.638.431.100
1281;Lost;None;Government;Good;Annual;04-01-2022;43.022.664.698.681.700;14.148.278.558.062.400
